Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/04/2018,NISS,4D,,BLK,337U715,IL,701 N. Sacramento,(773) 265-7605,6941241
12/04/2018,NISS,4D,,SIL,AT91296,IL,701 N. Sacramento,(773) 265-7605,6941240
12/05/2018,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2864772
11/06/2018,HOND,4D,,GRY,130U950,IL,10300 S. Doty,(773) 568-8495,2862782
12/05/2018,CHRY,4D,,RED,AY65442,IL,10300 S. Doty,(773) 568-8495,2864770
11/06/2018,NISS,4D,,BLU,ZZ93799,IL,10300 S. Doty,(773) 568-8495,2862779
11/06/2018,FORD,4D,,GRN,AV77717,IL,10300 S. Doty,(773) 568-8495,2862781
12/05/2018,CHRY,4D,,GRY,Y935033,IL,10300 S. Doty,(773) 568-8495,2864773
12/06/2018,CHEV,4D,,SIL,AX14852,IL,10300 S. Doty,(773) 568-8495,2865010
12/06/2018,CHEV,LL,,GLD,AV86485,IL,10300 S. Doty,(773) 568-8495,2865012
12/06/2018,FORD,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2865009
12/07/2018,CHEV,PK,,WHI,2432797B,IL,10300 S. Doty,(773) 568-8495,2865026
12/07/2018,CADI,4D,,TAN,AX14525,IL,10300 S. Doty,(773) 568-8495,2865028
10/05/2018,ACUR,4D,,GLD,Y935467,IL,701 N. Sacramento,(773) 265-7605,6936092
12/02/2018,OLDS,LL,,GLD,671AOL,IN,10300 S. Doty,(773) 568-8495,2864467
10/05/2018,LEXS,LL,,WHI,Z224923,IL,701 N. Sacramento,(773) 265-7605,6936127
11/06/2018,HYUN,4D,,RED,AY14927,IL,701 N. Sacramento,(773) 265-7605,6938770
10/05/2018,CHEV,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6936124
10/05/2018,HOND,MC,,ONG,,IL,701 N. Sacramento,(773) 265-7605,6936122
12/05/2018,NISS,4D,,BLK,BA62157,IL,701 N. Sacramento,(773) 265-7605,6941404
12/05/2018,GMC,LL,,WHI,Z159834,IL,701 N. Sacramento,(773) 265-7605,6941328
11/07/2018,GMC,LL,TK,BLU,AP25591,IL,10300 S. Doty,(773) 568-8495,2862980
11/07/2018,YAMA,MC,,RED,EP9697,IL,701 N. Sacramento,(773) 265-7605,6938830
11/07/2018,FORD,PK,TK,RED,Z990018,IL,701 N. Sacramento,(773) 265-7605,6938829
11/07/2018,PONT,2T,,GRY,AF63008,IL,701 N. Sacramento,(773) 265-7605,6938828
11/08/2018,BUIC,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2862989
11/08/2018,CHEV,VN,,TAN,BA28989,IL,701 N. Sacramento,(773) 265-7605,6938842
11/06/2018,VOLK,4D,,SIL,R928846,IL,10300 S. Doty,(773) 568-8495,2862804
11/07/2018,TOYT,4D,,BLK,E481532,IL,701 N. Sacramento,(773) 265-7605,6938818
11/07/2018,FORD,4D,,GRY,169U982,IL,701 N. Sacramento,(773) 265-7605,6938821
11/07/2018,BUIC,4D,,TAN,283U213,IL,10300 S. Doty,(773) 568-8495,2862959
11/07/2018,TOYT,VN,TK,TAN,BMCD2,IL,10300 S. Doty,(773) 568-8495,2862960
12/05/2018,CHEV,4D,,SIL,AQ46529,IL,10300 S. Doty,(773) 568-8495,2864847
12/05/2018,CHEV,LL,,BLK,AS85783,IL,10300 S. Doty,(773) 568-8495,2864848
10/06/2018,CHEV,4D,,BRZ,AN56162,IL,10300 S. Doty,(773) 568-8495,2860555
11/08/2018,TOYT,4D,,WHI,AT24856,IL,10300 S. Doty,(773) 568-8495,2863117
11/08/2018,KIA,4T,,WHI,E677350,IL,701 N. Sacramento,(773) 265-1846,1537990
11/08/2018,CHEV,VN,,WHI,5918085,IL,10300 S. Doty,(773) 785-9752,1718697
12/05/2018,DODG,LL,,WHI,Q939600,IL,400 E. Lower Wacker,(312) 744-7550,996846
12/05/2018,MAZD,4D,,BLK,FSM0866,TX,10300 S. Doty,(773) 568-8495,2864813
11/08/2018,FORD,4D,,GLD,Z996377,IL,10300 S. Doty,(773) 568-8495,2863126
11/08/2018,HOND,4T,,GRN,00209627,IL,10300 S. Doty,(773) 568-8495,2863129
11/09/2018,DODG,VN,,GRN,AJ16689,IL,701 N. Sacramento,(773) 265-7605,6938905
11/10/2018,BMW,4D,,WHI,363U351,IL,10300 S. Doty,(773) 568-8495,2863318
10/05/2018,AUDI,4D,,CRM,Z648951,IL,701 N. Sacramento,(773) 265-7605,6936141
12/04/2018,OLDS,VN,TK,TAN,488U962,IL,701 N. Sacramento,(773) 265-7605,6941117
10/05/2018,CHEV,VN,TK,SIL,2667088B,IL,10300 S. Doty,(773) 568-8495,2860531
10/05/2018,CHEV,4D,,TAN,930NJD,IN,10300 S. Doty,(773) 568-8495,2860530
11/06/2018,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2862810
11/06/2018,CADI,4D,,BLK,478326,IL,10300 S. Doty,(773) 568-8495,2862814
11/06/2018,CHEV,LL,,WHI,S961803,IL,10300 S. Doty,(773) 785-9752,1718693
11/08/2018,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2862988
11/08/2018,HOND,MC,,PLE,,IL,701 N. Sacramento,(773) 265-7605,6938863
11/08/2018,YAMA,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,1537987
11/10/2018,DODG,4D,,WHI,518663,IL,701 N. Sacramento,(773) 265-7605,6938995
11/10/2018,FORD,2D,,BLK,BA61482,IL,10300 S. Doty,(773) 568-8495,2863306
11/10/2018,JEEP,LL,,WHI,V945601,IL,701 N. Sacramento,(773) 265-7605,6938996
11/06/2018,SATR,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2862820
11/06/2018,NISS,4D,,GRY,AL91066,IL,701 N. Sacramento,(773) 265-7605,6938771
12/02/2018,FORD,2D,,BLK,7PRT425,CA,701 N. Sacramento,(773) 265-7605,6940827
11/06/2018,BUIC,LL,,BLU,297TPA,IN,10300 S. Doty,(773) 568-8495,2862822
11/29/2018,SAA,4D,,BLU,VEY7352,VA,701 N. Sacramento,(773) 265-1846,1538068
11/06/2018,NISS,4D,,GRN,AX25353,IL,10300 S. Doty,(773) 785-9752,1718691
11/06/2018,CHEV,VN,,TAN,Q932217,IL,701 N. Sacramento,(773) 265-7605,6938775
11/06/2018,OLDS,4D,,GRN,523062,IL,701 N. Sacramento,(773) 265-1846,1537981
12/04/2018,VOLK,LL,,BLK,AV45621,IL,701 N. Sacramento,(773) 265-7605,6941121
11/06/2018,FORD,4D,,SIL,Q142125,IL,701 N. Sacramento,(773) 265-7605,6938774
10/08/2018,CHRY,4D,,GRY,277U789,IL,10300 S. Doty,(773) 568-8495,2860720
10/08/2018,HOND,4D,,BLU,APC182,IL,10300 S. Doty,(773) 568-8495,2860741
10/08/2018,HYUN,4D,,GRY,J909724,IN,10300 S. Doty,(773) 568-8495,2860739
11/07/2018,BUIC,LL,TK,BLK,AT26679,IL,10300 S. Doty,(773) 568-8495,2862971
10/08/2018,DODG,4D,,RED,325U164,IL,10300 S. Doty,(773) 568-8495,2860740
10/09/2018,KIA,VN,,BRO,ASB419,IL,701 N. Sacramento,(773) 265-7605,6936589
10/09/2018,ACUR,4D,,RED,252338,IL,10300 S. Doty,(773) 568-8495,2860758
11/07/2018,CHEV,VN,TK,WHI,1398368B,IL,10300 S. Doty,(773) 568-8495,2862972
10/09/2018,TOYT,4D,,,AW14533,IL,701 N. Sacramento,(773) 265-7605,6936604
11/07/2018,HOND,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,6938832
11/07/2018,DODG,LL,TK,SIL,W877AA,MO,10300 S. Doty,(773) 568-8495,2862987
11/07/2018,CHEV,LL,,BLK,E623299,IL,701 N. Sacramento,(773) 265-7605,6938834
11/07/2018,CADI,LL,TK,BLK,429CTK,IN,10300 S. Doty,(773) 568-8495,2862982
11/09/2018,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1538000
11/10/2018,CHEV,LL,,BGE,AS70104,IL,701 N. Sacramento,(773) 265-7605,6938961
11/11/2018,PONT,4D,,RED,AX16952,IL,10300 S. Doty,(773) 568-8495,2863363
11/11/2018,LEXS,4D,,WHI,AQ43618,IL,10300 S. Doty,(773) 568-8495,2863361
10/05/2018,HOND,4D,,BLK,AX34607,IL,701 N. Sacramento,(773) 265-7605,6936144
12/04/2018,NISS,4D,,WHI,AQ36198,IL,10300 S. Doty,(773) 568-8495,2864645
12/04/2018,JEEP,LL,,GRY,Z252243,IL,10300 S. Doty,(773) 568-8495,2864644
12/03/2018,NISS,4D,,BLK,BA64201,IL,10300 S. Doty,(773) 785-9752,1718765
10/05/2018,TOYT,4D,,BLU,ZV40644,IL,701 N. Sacramento,(773) 265-7605,6936146
12/04/2018,FORD,LL,,WHI,AS28936,IL,10300 S. Doty,(773) 568-8495,2864646
12/04/2018,PONT,4D,,GRY,AD53688,IL,10300 S. Doty,(773) 568-8495,2864647
11/07/2018,PONT,2D,,BLK,AD60148,IL,10300 S. Doty,(773) 568-8495,2862983
12/04/2018,TOYT,LL,,SIL,AN58492,IL,701 N. Sacramento,(773) 265-7605,6941116
11/07/2018,TOYT,4D,,GRN,AK54396,IL,701 N. Sacramento,(773) 265-7605,6938840
11/23/2018,DODG,LL,,SIL,V632566,IL,701 N. Sacramento,(773) 265-1846,1538046
12/05/2018,CHEV,4D,,GRY,AT70580,IL,10300 S. Doty,(773) 568-8495,2864865
10/09/2018,JEEP,LL,,BLU,5671SS,IL,701 N. Sacramento,(773) 265-7605,6936619
12/05/2018,AUDI,LL,,WHI,E492240,IL,10300 S. Doty,(773) 568-8495,2864864
12/05/2018,CHEV,4D,,SIL,667477,IL,10300 S. Doty,(773) 568-8495,2864866
12/06/2018,MERZ,LL,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1538092
12/06/2018,HOND,4D,,WHI,BA63296,IL,701 N. Sacramento,(773) 265-7605,6941553
12/06/2018,CHEV,4D,,BLU,613191,IL,10300 S. Doty,(773) 568-8495,2864989
12/06/2018,KIA,4D,,GRY,837701,IL,10300 S. Doty,(773) 568-8495,2864993
12/06/2018,TOYT,4D,,GRY,2634676,IL,701 N. Sacramento,(773) 265-1846,1538091
12/07/2018,HOND,4D,,GRY,BA38017,IL,10300 S. Doty,(773) 568-8495,2865013
12/04/2018,JEEP,LL,,BLK,54855,IL,10300 S. Doty,(773) 568-8495,2864694
11/06/2018,ACUR,4D,,BLK,BA27482,IL,701 N. Sacramento,(773) 265-7605,6938776
10/07/2018,CHRY,4D,,GRY,,IL,400 E. Lower Wacker,(312) 744-7550,994103
11/06/2018,GMC,LL,,TAN,AH96986,IL,10300 S. Doty,(773) 568-8495,2862826
11/06/2018,CHRY,VN,,RED,V775270,IL,10300 S. Doty,(773) 568-8495,2862828
12/05/2018,TOYT,4D,,GRY,530867,IL,701 N. Sacramento,(773) 265-7605,6941391
12/05/2018,NISS,4D,,WHI,E206885,IL,701 N. Sacramento,(773) 265-7605,6941386
12/05/2018,DODG,LK,,BLU,AN58514,IL,701 N. Sacramento,(773) 265-7605,6941390
11/06/2018,HYUN,4D,,BLK,V670382,IL,10300 S. Doty,(773) 568-8495,2862850
12/05/2018,CHEV,4D,,BLU,184JNW,MN,10300 S. Doty,(773) 785-9752,1718774
11/08/2018,INFI,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2862999
12/05/2018,PONT,2D,,BGE,AH32619,IL,701 N. Sacramento,(773) 265-7605,6941385
12/05/2018,MITS,2D,,WHI,457U645,IL,10300 S. Doty,(773) 568-8495,2864883
12/05/2018,PONT,4D,,RED,201UA,IN,701 N. Sacramento,(773) 265-7605,6941416
11/08/2018,NISS,LL,,ONG,,,701 N. Sacramento,(773) 265-7605,6938881
12/05/2018,FORD,4D,,SIL,BB14774,IL,10300 S. Doty,(773) 568-8495,2864884
12/05/2018,FORD,PK,TK,BLK,YKP939,IN,10300 S. Doty,(773) 568-8495,2864885
10/05/2018,HYUN,4D,,BLU,AH38888,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416097
12/04/2018,NISS,4D,,BLK,BB49790,IL,10300 S. Doty,(773) 568-8495,2864733
10/05/2018,INFI,4D,,GRY,,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416095
12/04/2018,NISS,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1718772
11/06/2018,CADI,4D,DEV,SIL,AS83985,IL,10300 S. Doty,(773) 568-8495,2862823
12/04/2018,DODG,4D,,BLK,AW38028,IL,10300 S. Doty,(773) 568-8495,2864736
11/08/2018,BUIC,4D,,RED,Q324571,IL,10300 S. Doty,(773) 568-8495,2863004
12/04/2018,FORD,4H,,GRY,Z798135,IL,10300 S. Doty,(773) 568-8495,2864743
10/05/2018,ACUR,4D,,WHI,AS75451,IL,701 N. Sacramento,(773) 265-7605,6936162
11/07/2018,HYUN,4D,,GRY,AD62567,IL,701 N. Sacramento,(773) 265-7605,6938819
12/04/2018,FORD,4D,,WHI,AP71534,IL,10300 S. Doty,(773) 568-8495,2864742
11/08/2018,HOND,4D,,TAN,ZU54606,IL,701 N. Sacramento,(773) 265-7605,6938855
12/04/2018,HOND,4D,,BLK,658990,IL,10300 S. Doty,(773) 568-8495,2864744
11/08/2018,CHEV,LL,,PLE,AF49319,IL,701 N. Sacramento,(773) 265-7605,6938854
11/08/2018,CHEV,LL,,WHI,1604291B,IL,10300 S. Doty,(773) 568-8495,2863049
10/05/2018,SATR,4D,,SIL,T512395,IL,701 N. Sacramento,(773) 265-7605,6936168
11/08/2018,FORD,LL,,GRN,237448,IL,10300 S. Doty,(773) 568-8495,2863052
10/05/2018,FORD,LL,,RED,AK60869,IL,701 N. Sacramento,(773) 265-7605,6936171
12/05/2018,NISS,LL,TK,BLK,2124050,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416112
12/05/2018,VOLK,4D,,GRY,L569995,IL,10300 S. Doty,(773) 568-8495,2864812
11/07/2018,PONT,4D,,PLE,,,701 N. Sacramento,(773) 265-7605,6938815
10/05/2018,NISS,LL,,SIL,E135714,IL,701 N. Sacramento,(773) 265-7605,6936169
12/05/2018,CHEV,4D,,SIL,3503952,IL,10300 S. Doty,(773) 568-8495,2864874
12/05/2018,HYUN,4D,,GRY,CHPJ521,IL,10300 S. Doty,(773) 568-8495,2864873
12/05/2018,CHEV,4D,,BLK,AS34456,IL,10300 S. Doty,(773) 568-8495,2864875
11/08/2018,CHRY,2D,,GRY,414421,IL,10300 S. Doty,(773) 568-8495,2863055
11/08/2018,CHRY,4D,,BLK,R299754,IL,701 N. Sacramento,(773) 265-7605,6938856
12/04/2018,CHEV,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2864732
10/05/2018,JEEP,LL,,RED,AE36961,IL,701 N. Sacramento,(773) 265-7605,6936149
12/04/2018,TOYT,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2864730
10/05/2018,INFI,LL,,SIL,310U698,IL,10300 S. Doty,(773) 568-8495,2860522
12/04/2018,HOND,2D,,BLK,A424810,IL,701 N. Sacramento,(773) 265-7605,6941244
11/08/2018,CHEV,LL,,BLU,921173,IL,10300 S. Doty,(773) 568-8495,2863008
12/04/2018,CHRY,4D,300,BLU,E397805,IL,10300 S. Doty,(773) 568-8495,2864747
12/05/2018,FORD,4D,,MAR,AP69052,IL,701 N. Sacramento,(773) 265-7605,6941252
10/05/2018,FORD,VN,TK,MAR,AY76923,IL,10300 S. Doty,(773) 568-8495,2860521
10/05/2018,BUIC,4D,,BLK,3188IS,IL,701 N. Sacramento,(773) 265-7605,6936159
12/05/2018,GMC,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6941266
10/05/2018,SATU,2D,,BLU,BA79808,IL,701 N. Sacramento,(773) 265-7605,6936157
10/05/2018,ACUR,LL,,BLK,Q173657,IL,701 N. Sacramento,(773) 265-7605,6936158
10/05/2018,PONT,4D,,SIL,AN92525,IL,701 N. Sacramento,(773) 265-7605,6936151
12/05/2018,HOND,LL,,SIL,BB79986,IL,701 N. Sacramento,(773) 265-7605,6941265
12/06/2018,CHEV,LL,,BLU,AL22228,IL,10300 S. Doty,(773) 568-8495,2864911
10/05/2018,JEEP,LL,TK,BLK,AT56357,IL,701 N. Sacramento,(773) 265-7605,6936155
12/06/2018,NISS,4D,,WHI,AV30645,IL,701 N. Sacramento,(773) 265-7605,6941471
11/08/2018,CHEV,4D,,WHI,AP25757,IL,10300 S. Doty,(773) 568-8495,2863072
10/05/2018,FOR,VN,,BLK,Y711911,IL,701 N. Sacramento,(773) 265-7605,6936185
11/07/2018,CHEV,LL,,TAN,AS83795,IL,10300 S. Doty,(773) 568-8495,2862941
11/08/2018,MITS,2D,,GRY,AG95437,IL,701 N. Sacramento,(773) 265-7605,6938859
11/08/2018,SATR,4D,,GRY,AG52752,IL,10300 S. Doty,(773) 568-8495,2863070
11/07/2018,FORD,4D,,BGE,K397220,IL,10300 S. Doty,(773) 568-8495,2862975
11/08/2018,CHEV,4D,,TAN,Q473386,IL,10300 S. Doty,(773) 785-9752,1718695
12/07/2018,CHEV,4D,,RED,AQ53463,IL,10300 S. Doty,(773) 568-8495,2865105
11/08/2018,HYUN,4D,,BLK,E805,IL,400 E. Lower Wacker,(312) 744-7550,995
12/05/2018,CHEV,4D,,RED,V216581,IL,701 N. Sacramento,(773) 265-7605,6941263
12/05/2018,CHEV,VN,,SIL,555ZWZ,WI,701 N. Sacramento,(773) 265-7605,6941256
12/05/2018,CHEV,LL,,GRN,AT53662,IL,701 N. Sacramento,(773) 265-7605,6941258
10/05/2018,DODG,LL,TK,GRY,874T481,IL,10300 S. Doty,(773) 568-8495,2860536
12/05/2018,CHEV,4D,,BLU,V414586,IL,701 N. Sacramento,(773) 265-7605,6941257
12/07/2018,TOYT,4D,,WHI,Z648893,IL,10300 S. Doty,(773) 568-8495,2865030
12/07/2018,CHEV,4D,,MAR,GIU858,IA,10300 S. Doty,(773) 568-8495,2865037
12/07/2018,MERC,4D,,RED,ZV88718,IL,10300 S. Doty,(773) 568-8495,2865036
12/07/2018,JEEP,LL,TK,BLU,5L12U6,TN,10300 S. Doty,(773) 568-8495,2865032
10/06/2018,NISS,4D,,,Z456267,IL,701 N. Sacramento,(773) 265-7605,6936233
12/07/2018,KIA,4D,,SIL,425095,IL,10300 S. Doty,(773) 568-8495,2865031
12/07/2018,SCIO,LL,,BLK,AB83525,IL,10300 S. Doty,(773) 568-8495,2865034
12/07/2018,CHEV,LL,,GRY,ZU11440,IL,10300 S. Doty,(773) 568-8495,2865038
12/07/2018,ACUR,4D,,BLK,N489461,IL,10300 S. Doty,(773) 568-8495,2865039
12/07/2018,CHEV,4D,,BLK,308848,IL,10300 S. Doty,(773) 568-8495,2865035
12/05/2018,GMC,LL,,BLU,956635,IL,10300 S. Doty,(773) 568-8495,2864774
12/07/2018,CHEV,PK,,RED,2408601B,IL,10300 S. Doty,(773) 568-8495,2865056
12/05/2018,SATR,LL,,BLU,AS68187,IL,10300 S. Doty,(773) 568-8495,2864779
12/05/2018,CHEV,4D,,BLK,AW83329,IL,10300 S. Doty,(773) 568-8495,2864775
12/05/2018,BMW,4D,,BLU,AQ71904,IL,10300 S. Doty,(773) 568-8495,2864769
11/06/2018,VOLK,4D,,SIL,ZZ50421,IL,10300 S. Doty,(773) 568-8495,2862835
12/03/2018,FORD,PK,,,300U284,IL,701 N. Sacramento,(773) 265-1846,1538077
11/29/2018,MONO,UT,,WHI,,IL,10300 S. Doty,(773) 785-9752,1718757
10/05/2018,TOYT,4D,,BLK,AP87620,IL,701 N. Sacramento,(773) 265-7605,6936182
12/05/2018,TOYT,4D,,MAR,,IL,701 N. Sacramento,(773) 265-1846,1538085
10/05/2018,VOLK,4D,,WHI,AQ24592,IL,701 N. Sacramento,(773) 265-7605,6936183
11/08/2018,CHRY,4D,,RED,958389,IL,10300 S. Doty,(773) 568-8495,2863023
12/07/2018,BUIC,4D,,BLU,AU81940,IL,701 N. Sacramento,(773) 265-7605,6941583
11/08/2018,FORD,LL,,RED,2010225,IL,10300 S. Doty,(773) 568-8495,2863025
10/07/2018,JEEP,LL,,GRY,Z869507,IL,10300 S. Doty,(773) 568-8495,2860604
10/07/2018,CHEV,LL,,RED,AX64296,IL,10300 S. Doty,(773) 568-8495,2860601
11/08/2018,NISS,4D,,RED,N339447,IL,701 N. Sacramento,(773) 265-7605,6938853
12/07/2018,BUIC,4D,,BLK,V619807,IL,10300 S. Doty,(773) 568-8495,2865063
10/07/2018,CHEV,4D,,BLK,S721393,IL,10300 S. Doty,(773) 568-8495,2860605
11/08/2018,PONT,4D,,BLU,Z732166,IL,10300 S. Doty,(773) 568-8495,2863067
11/08/2018,TOYO,4D,,GRY,S172112,IL,10300 S. Doty,(773) 568-8495,2863069
11/09/2018,BUIC,4T,,GLD,00209997,IL,10300 S. Doty,(773) 568-8495,2863165
11/09/2018,TOYT,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2863163
11/09/2018,MERC,4T,,BLU,A663813,IL,10300 S. Doty,(773) 568-8495,2863162
11/09/2018,MITS,4D,,SIL,AT53874,IL,10300 S. Doty,(773) 568-8495,2863232
11/09/2018,DODG,VN,,SIL,Q478212,IL,10300 S. Doty,(773) 568-8495,2863233
11/06/2018,CHEV,4D,,WHI,448MCA,IN,10300 S. Doty,(773) 568-8495,2862839
11/06/2018,HOND,LL,,BLK,Q618854,IL,10300 S. Doty,(773) 568-8495,2862841
10/08/2018,CHEV,4D,,RED,281U969,IL,701 N. Sacramento,(773) 265-7605,6936538
11/08/2018,DODG,VN,TK,LBL,AP23226,IL,10300 S. Doty,(773) 568-8495,2863118
11/08/2018,MERZ,4T,,BRO,S385497,IL,701 N. Sacramento,(773) 265-1846,1537991
11/09/2018,CHEV,LL,,PLE,BA96168,IL,10300 S. Doty,(773) 568-8495,2863172
11/10/2018,PONT,4D,GRA,RED,AS65272,IL,701 N. Sacramento,(773) 265-7605,6938970
11/10/2018,MERC,4D,,WHI,784654,IL,701 N. Sacramento,(773) 265-7605,6938989
11/11/2018,DODG,4D,,GRY,AX36475,IL,701 N. Sacramento,(773) 265-7605,6939027
11/11/2018,FORD,LL,,SIL,ZZ88129,IL,701 N. Sacramento,(773) 265-7605,6939026
11/11/2018,HOND,4D,,SIL,Q169584,IL,701 N. Sacramento,(773) 265-7605,6939104
11/12/2018,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2863374
11/12/2018,ACUR,4D,,SIL,Q524162,IL,10300 S. Doty,(773) 568-8495,2863375
11/06/2018,FORD,PK,,WHI,J662314,IN,701 N. Sacramento,(773) 265-7605,6938780
10/06/2018,CHEV,2D,,BLK,S784386,IL,10300 S. Doty,(773) 568-8495,2860565
11/08/2018,TOYT,4D,,WHI,S878471,IL,10300 S. Doty,(773) 568-8495,2863075
11/08/2018,PONT,4D,,BLK,653479,IL,10300 S. Doty,(773) 568-8495,2863077
11/08/2018,CHRY,LL,,WHI,AQ79919,IL,10300 S. Doty,(773) 568-8495,2863081
11/08/2018,FORD,VN,,BLK,ZU38955,IL,10300 S. Doty,(773) 568-8495,2863078
11/08/2018,CHEV,4D,,BLU,AL76392,IL,10300 S. Doty,(773) 568-8495,2863080
11/08/2018,NISS,4D,,TAN,AP69141,IL,10300 S. Doty,(773) 568-8495,2863082
11/08/2018,FORD,VN,,WHI,1277444,IL,10300 S. Doty,(773) 568-8495,2863074
11/08/2018,CHRY,LL,,SIL,592698,IL,10300 S. Doty,(773) 568-8495,2863076
12/05/2018,CHEV,4D,,WHI,AX68197,IL,10300 S. Doty,(773) 568-8495,2864785
11/09/2018,CHEV,4D,,WHI,E857829,IL,701 N. Sacramento,(773) 265-7605,6938882
11/09/2018,TOYT,4T,,RED,104241,IL,10300 S. Doty,(773) 568-8495,2863130
11/09/2018,PONT,2T,,RED,AD27537,IL,10300 S. Doty,(773) 568-8495,2863131
12/05/2018,NISS,4D,,RED,R795563,IL,701 N. Sacramento,(773) 265-7605,6941317
11/10/2018,CHEV,LL,,BLU,BC46065,IL,10300 S. Doty,(773) 568-8495,2863253
11/10/2018,HYUN,4T,,GRY,758676,IL,10300 S. Doty,(773) 568-8495,2863252
11/10/2018,FORD,4T,,BLU,ZX32856,IL,10300 S. Doty,(773) 568-8495,2863251
12/05/2018,CHEV,VN,,RED,3571656,IL,10300 S. Doty,(773) 568-8495,2864793
11/06/2018,HYUN,4D,,SIL,299433,IL,701 N. Sacramento,(773) 265-7605,6938783
10/05/2018,KIA,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6936187
11/08/2018,FORD,PK,,GRN,79873XB,IL,701 N. Sacramento,(773) 265-1846,1537988
11/08/2018,VOLK,4D,,BLK,Q183984,IL,10300 S. Doty,(773) 568-8495,2863084
12/05/2018,JEEP,LL,,BLK,AP40639,IL,10300 S. Doty,(773) 568-8495,2864789
10/05/2018,FORD,4D,,BLK,AW71124,IL,10300 S. Doty,(773) 568-8495,2860537
12/05/2018,HOND,4D,,WHI,Z853371,IL,10300 S. Doty,(773) 568-8495,2864845
12/05/2018,TOYT,4D,,BLU,AR20848,IL,10300 S. Doty,(773) 568-8495,2864844
10/05/2018,ISU,LL,,RED,ZV36989,IL,701 N. Sacramento,(773) 265-7605,6936195
10/05/2018,DODG,VN,TK,BLU,BB16726,IL,10300 S. Doty,(773) 568-8495,2860538
10/06/2018,FORD,4D,,WHI,AL58945,IL,701 N. Sacramento,(773) 265-7605,6936252
12/06/2018,FORD,4D,,MAR,G3222290,IL,701 N. Sacramento,(773) 265-7605,6941547
12/06/2018,CHEV,4D,,SIL,Z718845,IL,701 N. Sacramento,(773) 265-1846,1718776
10/06/2018,HYUN,4D,,WHI,AR63534,IL,10300 S. Doty,(773) 568-8495,2860560
12/06/2018,PONT,LL,,WHI,V151240,IL,701 N. Sacramento,(773) 265-7605,6941546
12/06/2018,BUIC,LL,,SIL,431209,IL,701 N. Sacramento,(773) 265-7605,6941543
11/08/2018,MERC,2D,,BLU,1285553,IL,10300 S. Doty,(773) 785-9752,1718696
11/08/2018,CHEV,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2863091
11/08/2018,CHRY,LL,TK,BLU,872199,IL,10300 S. Doty,(773) 568-8495,2863096
10/06/2018,LINC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2860553
11/08/2018,TOYT,4D,CAM,SIL,2411039,IL,701 N. Sacramento,(773) 265-1846,1537989
10/07/2018,HOND,4D,,GRN,AW17381,IL,10300 S. Doty,(773) 568-8495,2860682
10/06/2018,OLDS,4D,,WHI,GLA7840,OH,701 N. Sacramento,(773) 265-7605,6936202
11/08/2018,MAZD,VN,,BLK,,,10300 S. Doty,(773) 568-8495,2863093
10/07/2018,CHEV,4D,,WHI,BB19261,IL,10300 S. Doty,(773) 568-8495,2860596
11/08/2018,HOND,4D,ACC,MAR,E814322,IL,10300 S. Doty,(773) 568-8495,2863098
11/09/2018,PONT,LL,,TAN,Z285229,IL,10300 S. Doty,(773) 568-8495,2863153
11/11/2018,FORD,LL,,GRY,E629263,IL,701 N. Sacramento,(773) 265-7605,6939090
11/12/2018,PONT,2D,600,SIL,AD58361,IL,701 N. Sacramento,(773) 265-7605,6939122
11/06/2018,NISS,LL,,SIL,AP71380,IL,10300 S. Doty,(773) 568-8495,2862856
11/06/2018,FORD,2D,,RED,PS4C8M,MO,10300 S. Doty,(773) 568-8495,2862857
11/06/2018,LINC,4D,,SIL,AQ53731,IL,701 N. Sacramento,(773) 265-7605,6938784
11/06/2018,PONT,4D,,MAR,AV78266,IL,10300 S. Doty,(773) 568-8495,2862860
